学期	学号	书号	日期
2	303	J	0312	
2	455	TP	0312	
2	145	TP	0313	
2	415	TP	0313	
2	415	TP	0313	
2	415	TP	0313	
2	415	TP	0313	
2	306	B	0313	
2	292	B	0314	
2	25	TP	0314	
2	163	E	0314	
2	420	I	0314	
2	420	I	0314	
2	292	H	0314	
2	292	H	0314	
2	292	I	0314	
2	125	TP	0314	
2	125	TP	0314	
2	349	H	0314	
2	159	H	0314	
2	513	H	0314	
2	388	TN	0314	
2	388	TN	0314	
2	388	TN	0314	
2	319	TP	0314	
2	319	TP	0314	
2	345	TP	0314	
2	345	O	0314	
2	345	I	0314	
2	345	I	0314	
2	345	I	0314	
2	345	TP	0314	
2	364	O	0314	
2	364	TP	0314	
2	364	TP	0314	
2	364	I	0314	
2	364	TP	0314	
2	364	I	0314	
2	364	I	0314	
2	364	O	0314	
2	341	TP	0314	
2	153	TP	0314	
2	153	TP	0314	
2	53	J	0315	
2	3	TP	0315	
2	3	TP	0315	
2	3	TP	0315	
2	279	TP	0315	
2	167	I	0315	
2	348	TN	0315	
2	348	TN	0315	
2	348	TN	0315	
2	197	I	0315	
2	8	TS	0315	
2	77	I	0315	
2	77	I	0315	
2	77	I	0315	
2	46	I	0315	
2	137	I	0315	
2	137	I	0315	
2	245	H	0316	
2	245	TP	0316	
2	245	TN	0316	
2	57	TP	0316	
2	57	TP	0316	
2	344	I	0316	
2	344	I	0316	
2	144	TP	0316	
2	144	H	0316	
2	144	TP	0316	
2	297	I	0316	
2	297	I	0316	
2	427	F	0316	
2	435	I	0316	
2	245	TP	0316	
2	277	TP	0316	
2	277	H	0316	
2	277	H	0316	
2	66	O	0316	
2	66	O	0316	
2	66	O	0316	
2	66	O	0316	
2	277	TN	0316	
2	277	TN	0316	
2	277	TP	0316	
2	277	TP	0316	
2	277	TP	0316	
2	277	TP	0316	
2	98	H	0316	
2	171	TP	0316	
2	171	TP	0316	
2	164	TP	0316	
2	159	TP	0316	
2	159	TP	0316	
2	293	I	0316	
2	490	H	0316	
2	490	F	0316	
2	159	H	0316	
2	172	TP	0316	
2	172	TP	0316	
2	279	I	0316	
2	249	TP	0316	
2	432	F	0316	
2	432	F	0316	
2	204	F	0317	
2	533	K	0317	
2	533	TP	0317	
2	533	I	0317	
2	455	TP	0317	
2	455	TP	0317	
2	277	B	0317	
2	361	TP	0317	
2	1	I	0317	
2	274	K	0317	
2	433	G	0317	
2	267	I	0317	
2	212	TN	0317	
2	212	TP	0317	
2	212	TP	0317	
2	432	D	0317	
2	432	D	0317	
2	394	TP	0318	
2	394	TP	0318	
2	125	TP	0318	
2	125	TN	0318	
2	466	TN	0318	
2	215	TP	0318	
2	215	TN	0318	
2	169	F	0318	
2	169	D	0318	
2	279	TP	0318	
2	279	TN	0318	
2	279	O	0318	
2	279	O	0318	
2	279	TN	0318	
2	279	O	0318	
2	279	O	0318	
2	279	TP	0318	
2	139	H	0318	
2	352	I	0318	
2	352	G	0318	
2	352	I	0318	
2	152	TP	0318	
2	152	TP	0318	
2	152	TN	0318	
2	152	TN	0318	
2	422	TP	0318	
2	422	TP	0318	
2	422	TN	0318	
2	422	TN	0318	
2	129	H	0319	
2	244	TP	0319	
2	244	TP	0319	
2	244	TP	0319	
2	244	TP	0319	
2	244	TP	0319	
2	244	TP	0319	
2	244	TP	0319	
2	81	TN	0319	
2	81	TN	0319	
2	81	TN	0319	
2	81	TN	0319	
2	81	TN	0319	
2	81	TN	0319	
2	81	TN	0319	
2	81	TN	0319	
2	81	TP	0319	
2	388	TN	0319	
2	108	I	0319	
2	465	TS	0319	
2	430	TP	0319	
2	369	H	0319	
2	204	F	0319	
2	204	F	0319	
2	324	H	0319	
2	324	H	0319	
2	163	H	0319	
2	163	H	0319	
2	163	B	0319	
2	163	H	0319	
2	163	H	0319	
2	125	TP	0319	
2	125	TP	0319	
2	125	TN	0319	
2	291	I	0319	
2	372	TP	0319	
2	372	TP	0319	
2	136	TP	0320	
2	150	H	0320	
2	150	TP	0320	
2	150	TP	0320	
2	150	TP	0320	
2	283	TB	0320	
2	283	TB	0320	
2	26	TP	0320	
2	26	TP	0320	
2	484	TP	0320	
2	202	I	0320	
2	202	I	0320	
2	202	F	0320	
2	202	I	0320	
2	530	TP	0320	
2	530	TP	0320	
2	530	TP	0320	
2	532	TP	0321	
2	66	TP	0321	
2	522	H	0321	
2	292	B	0321	
2	292	H	0321	
2	292	I	0321	
2	159	TP	0321	
2	125	TP	0321	
2	125	TP	0321	
2	292	B	0321	
2	292	B	0321	
2	41	H	0321	
2	41	H	0321	
2	319	TP	0321	
2	306	H	0321	
2	306	I	0321	
2	306	H	0321	
2	306	I	0321	
2	204	C	0321	
2	471	I	0322	
2	277	TN	0322	
2	277	TN	0322	
2	191	I	0322	
2	191	I	0322	
2	191	I	0322	
2	191	I	0322	
2	435	TP	0322	
2	513	TP	0322	
2	490	TP	0322	
2	82	K	0322	
2	82	K	0322	
2	82	B	0322	
2	82	D	0322	
2	82	K	0322	
2	82	I	0322	
2	106	I	0322	
2	106	I	0322	
2	106	I	0322	
2	357	TP	0322	
2	357	TP	0322	
2	357	TP	0322	
2	137	I	0322	
2	446	H	0322	
2	15	TP	0323	
2	357	TM	0323	
2	357	TM	0323	
2	437	I	0323	
2	170	TP	0323	
2	125	TP	0323	
2	125	TP	0323	
2	22	C	0323	
2	22	C	0323	
2	78	TP	0323	
2	78	TP	0323	
2	78	TP	0323	
2	78	TP	0323	
2	78	TP	0323	
2	349	B	0323	
2	205	I	0323	
2	8	I	0323	
2	8	I	0323	
2	306	I	0323	
2	306	I	0323	
2	306	I	0323	
2	306	I	0323	
2	164	H	0323	
2	1	I	0323	
2	1	I	0323	
2	139	H	0323	
2	328	TP	0323	
2	328	TN	0323	
2	328	TN	0323	
2	164	H	0323	
2	164	H	0323	
2	164	H	0323	
2	291	O	0323	
2	291	I	0323	
2	53	F	0323	
2	53	F	0323	
2	349	R	0323	
2	357	TM	0323	
2	393	H	0323	
2	393	H	0323	
2	149	I	0323	
2	149	I	0323	
2	149	I	0323	
2	215	TP	0323	
2	152	I	0323	
2	152	TP	0323	
2	373	TP	0324	
2	48	I	0324	
2	48	I	0324	
2	48	I	0324	
2	361	H	0324	
2	361	H	0324	
2	171	TN	0324	
2	171	TP	0324	
2	5	TN	0324	
2	5	TP	0324	
2	5	TP	0324	
2	373	TN	0324	
2	373	TP	0324	
2	373	TN	0324	
2	328	C	0324	
2	328	K	0324	
2	328	C	0324	
2	267	I	0324	
2	150	O	0324	
2	150	H	0324	
2	192	B	0324	
2	150	O	0324	
2	150	O	0324	
2	388	H	0324	
2	377	TP	0324	
2	377	TP	0324	
2	377	TP	0324	
2	432	C	0324	
2	432	G	0324	
2	432	C	0324	
2	328	TM	0324	
2	205	I	0324	
2	48	K	0324	
2	48	K	0324	
2	60	O	0324	
2	60	TP	0324	
2	60	TP	0324	
2	60	TP	0324	
2	478	I	0324	
2	478	TP	0324	
2	478	I	0324	
2	478	H	0324	
2	513	TP	0324	
2	513	O	0324	
2	513	I	0324	
2	242	I	0324	
2	242	I	0324	
2	249	I	0324	
2	249	K	0324	
2	451	TP	0324	
2	287	I	0324	
2	478	I	0324	
2	516	TP	0325	
2	165	TP	0325	
2	519	TP	0325	
2	519	I	0325	
2	519	TP	0325	
2	432	TP	0325	
2	247	TP	0325	
2	247	TP	0325	
2	247	TP	0325	
2	134	TP	0325	
2	79	TP	0325	
2	79	TP	0325	
2	79	TP	0325	
2	508	TP	0325	
2	54	TN	0325	
2	54	TN	0325	
2	54	TN	0325	
2	54	TN	0325	
2	54	TN	0325	
2	54	TN	0325	
2	54	TN	0325	
2	145	TP	0325	
2	145	TN	0325	
2	392	I	0325	
2	371	TP	0325	
2	371	TP	0325	
2	371	TP	0325	
2	505	TP	0325	
2	505	TP	0325	
2	505	TP	0325	
2	505	TP	0325	
2	422	TP	0325	
2	145	B	0325	
2	113	TP	0326	
2	484	TP	0326	
2	484	TN	0326	
2	484	TN	0326	
2	484	TN	0326	
2	484	TP	0326	
2	484	TN	0326	
2	484	TP	0326	
2	484	TP	0326	
2	484	TN	0326	
2	484	TP	0326	
2	484	TP	0326	
2	484	TP	0326	
2	484	TP	0326	
2	125	TP	0326	
2	125	TP	0326	
2	150	TP	0326	
2	513	K	0326	
2	415	TN	0326	
2	415	TP	0326	
2	415	TP	0326	
2	415	H	0326	
2	415	H	0326	
2	415	H	0326	
2	247	TP	0326	
2	250	O	0326	
2	250	O	0326	
2	250	TP	0326	
2	400	K	0326	
2	400	K	0326	
2	36	O	0326	
2	36	O	0326	
2	481	TP	0326	
2	229	O	0326	
2	229	O	0326	
2	229	I	0326	
2	229	I	0326	
2	479	TP	0326	
2	519	K	0326	
2	519	TP	0326	
2	519	F	0326	
2	519	O	0326	
2	519	TP	0326	
2	8	H	0326	
2	8	I	0326	
2	8	G	0326	
2	8	TP	0326	
2	352	I	0326	
2	352	I	0326	
2	352	I	0326	
2	36	I	0326	
2	36	I	0326	
2	36	I	0326	
2	36	I	0326	
2	16	TP	0327	
2	71	TP	0327	
2	84	I	0327	
2	84	J	0327	
2	84	I	0327	
2	385	TP	0327	
2	385	TP	0327	
2	385	TP	0327	
2	385	TP	0327	
2	385	TP	0327	
2	51	P	0327	
2	51	P	0327	
2	372	TN	0327	
2	382	TU	0327	
2	382	TU	0327	
2	382	TS	0327	
2	382	B	0327	
2	382	B	0327	
2	525	TM	0328	
2	525	TM	0328	
2	525	TM	0328	
2	537	TP	0328	
2	537	TP	0328	
2	537	TP	0328	
2	537	TP	0328	
2	204	F	0328	
2	523	I	0328	
2	145	H	0328	
2	145	G	0328	
2	342	C	0328	
2	292	I	0328	
2	292	H	0328	
2	292	H	0328	
2	459	H	0328	
2	190	O	0328	
2	355	I	0328	
2	355	B	0328	
2	355	I	0328	
2	416	TP	0328	
2	437	I	0328	
2	249	I	0328	
2	385	TP	0329	
2	385	TP	0329	
2	93	O	0329	
2	93	K	0329	
2	93	K	0329	
2	93	K	0329	
2	93	K	0329	
2	93	K	0329	
2	293	O	0329	
2	472	B	0329	
2	472	B	0329	
2	472	G	0329	
2	472	B	0329	
2	361	B	0329	
2	41	G	0330	
2	471	I	0330	
2	361	H	0330	
2	361	H	0330	
2	273	I	0330	
2	189	I	0330	
2	189	I	0330	
2	127	I	0330	
2	127	I	0330	
2	523	I	0330	
2	523	I	0330	
2	523	I	0330	
2	30	TN	0330	
2	35	H	0330	
2	219	TP	0330	
2	219	TM	0330	
2	219	C	0330	
2	219	B	0330	
2	219	H	0330	
2	219	H	0330	
2	219	O	0330	
2	352	I	0330	
2	352	I	0330	
2	352	I	0330	
2	352	I	0330	
2	352	I	0330	
2	127	F	0330	
2	75	I	0330	
2	75	I	0330	
2	75	I	0330	
2	175	K	0330	
2	533	TP	0330	
2	533	TP	0330	
2	533	I	0330	
2	264	TP	0330	
2	288	TP	0330	
2	288	O	0330	
2	288	TM	0330	
2	303	J	0330	
2	303	I	0330	
2	212	B	0330	
2	212	B	0330	
2	249	K	0330	
2	249	I	0330	
2	249	I	0330	
2	249	Z	0330	
2	249	I	0330	
2	481	TP	0330	
2	349	TP	0330	
2	349	TP	0330	
2	481	TP	0330	
2	189	C	0330	
2	478	TN	0330	
2	478	TN	0330	
2	478	F	0330	
2	478	B	0330	
2	266	O	0330	
2	266	K	0330	
2	266	K	0330	
2	266	O	0330	
2	303	J	0330	
2	155	TP	0330	
2	155	TP	0330	
2	155	TP	0330	
2	155	TP	0330	
2	326	O	0331	
2	326	O	0331	
2	326	TP	0331	
2	326	O	0331	
2	326	TM	0331	
2	249	I	0331	
2	530	TM	0331	
2	292	H	0331	
2	292	K	0331	
2	262	G	0331	
2	507	TP	0331	
2	508	TP	0331	
2	210	K	0401	
2	210	K	0401	
2	234	TP	0401	
2	234	H	0401	
2	234	F	0401	
2	234	TN	0401	
2	234	F	0401	
2	2	H	0401	
2	36	O	0401	
2	36	O	0401	
2	77	J	0401	
2	291	TP	0401	
2	66	O	0402	
2	145	D	0402	
2	145	TN	0402	
2	145	O	0402	
2	303	TM	0402	
2	303	H	0402	
2	303	TM	0402	
2	303	O	0402	
2	303	O	0402	
2	453	I	0402	
2	453	I	0402	
2	17	I	0402	
2	334	I	0402	
2	506	TN	0402	
2	506	TN	0402	
2	506	TN	0402	
2	506	TN	0402	
2	506	TN	0402	
2	362	O	0402	
2	362	TM	0402	
2	1	B	0402	
2	1	B	0402	
2	77	G	0402	
2	77	G	0402	
2	341	TP	0402	
2	313	TP	0402	
2	313	TP	0402	
2	313	TP	0402	
2	313	TP	0402	
2	533	TP	0402	
2	533	H	0402	
2	533	H	0402	
2	533	TP	0402	
2	513	H	0402	
2	300	B	0402	
2	432	C	0402	
2	127	F	0402	
2	127	F	0402	
2	127	F	0402	
2	127	F	0402	
2	127	F	0402	
2	153	H	0402	
2	167	I	0402	
2	370	H	0403	
2	370	H	0403	
2	390	TP	0403	
2	390	TP	0403	
2	341	TP	0403	
2	341	TP	0403	
2	76	TP	0403	
2	76	TP	0403	
2	267	I	0403	
2	267	I	0403	
2	95	TP	0403	
2	388	TM	0403	
2	357	O	0403	
2	65	TP	0403	
2	65	TP	0403	
2	65	TP	0403	
2	65	TP	0403	
2	521	TP	0403	
2	402	TP	0403	
2	402	TP	0403	
2	215	TP	0403	
2	215	TN	0403	
2	215	TP	0403	
2	215	TP	0403	
2	361	I	0403	
2	328	O	0405	
2	328	I	0405	
2	328	I	0405	
2	436	TP	0405	
2	436	O	0405	
2	244	I	0405	
2	244	I	0405	
2	244	I	0405	
2	468	H	0405	
2	468	H	0405	
2	468	H	0405	
2	468	H	0405	
2	468	TP	0405	
2	468	H	0405	
2	468	H	0405	
2	212	F	0405	
2	433	D	0405	
2	433	D	0405	
2	433	D	0405	
2	8	H	0405	
2	239	F	0405	
2	212	TN	0405	
2	49	O	0405	
2	214	H	0405	
2	214	H	0405	
2	478	TP	0405	
2	116	TM	0405	
2	116	TM	0405	
2	74	H	0405	
2	74	H	0405	
2	74	H	0405	
2	74	H	0405	
2	74	H	0405	
2	74	H	0405	
2	74	H	0405	
2	74	H	0405	
2	74	TH	0405	
2	74	K	0405	
2	523	I	0405	
2	523	I	0405	
2	1	I	0405	
2	1	H	0405	
2	66	O	0405	
2	436	B	0405	
2	422	I	0405	
2	19	TP	0405	
2	19	TP	0405	
2	19	TP	0405	
2	287	B	0405	
2	277	TP	0406	
2	277	I	0406	
2	277	I	0406	
2	234	TP	0406	
2	234	TP	0406	
2	247	TP	0406	
2	122	TP	0406	
2	532	A	0406	
2	532	B	0406	
2	532	F	0406	
2	532	K	0406	
2	422	K	0406	
2	422	K	0406	
2	422	K	0406	
2	422	K	0406	
2	422	K	0406	
2	422	O	0406	
2	422	O	0406	
2	262	TP	0406	
2	369	C	0406	
2	296	B	0406	
2	296	B	0406	
2	328	B	0406	
2	192	O	0406	
2	30	F	0406	
2	30	H	0406	
2	30	TP	0406	
2	344	B	0406	
2	344	B	0406	
2	344	I	0406	
2	344	I	0406	
2	176	I	0406	
2	176	I	0406	
2	461	I	0406	
2	402	TP	0406	
2	1	H	0406	
2	1	I	0406	
2	155	I	0406	
2	432	O	0407	
2	432	C	0407	
2	427	F	0407	
2	448	J	0407	
2	288	TP	0407	
2	288	TP	0407	
2	345	O	0407	
2	438	K	0407	
2	101	TN	0407	
2	101	TN	0407	
2	101	TN	0407	
2	101	TN	0407	
2	101	TN	0407	
2	247	O	0407	
2	247	O	0407	
2	94	TP	0407	
2	433	TP	0407	
2	36	O	0407	
2	513	O	0407	
2	267	B	0408	
2	274	K	0408	
2	73	I	0408	
2	73	I	0408	
2	73	I	0408	
2	73	I	0408	
2	172	TP	0408	
2	172	TP	0408	
2	172	TP	0408	
2	172	TP	0408	
2	478	TP	0408	
2	269	I	0408	
2	269	I	0408	
2	107	O	0408	
2	107	TM	0408	
2	130	TP	0408	
2	130	TP	0408	
2	130	TP	0408	
2	130	TP	0408	
2	204	TM	0408	
2	525	O	0409	
2	525	O	0409	
2	94	TP	0409	
2	94	TP	0409	
2	94	TM	0409	
2	357	O	0409	
2	357	O	0409	
2	357	O	0409	
2	357	TM	0409	
2	357	O	0409	
2	357	TM	0409	
2	357	O	0409	
2	357	O	0409	
2	357	O	0409	
2	357	O	0409	
2	357	O	0409	
2	145	B	0409	
2	17	O	0409	
2	37	H	0409	
2	207	TP	0409	
2	207	K	0409	
2	207	C	0409	
2	341	TP	0409	
2	341	TP	0409	
2	136	I	0409	
2	136	I	0409	
2	136	I	0409	
2	197	TM	0409	
2	197	O	0409	
2	385	TP	0409	
2	385	TP	0409	
2	460	H	0409	
2	460	H	0409	
2	460	H	0409	
2	222	TP	0409	
2	222	G	0409	
2	405	I	0409	
2	152	TP	0409	
2	152	TP	0409	
2	152	TP	0409	
2	247	H	0409	
2	247	TP	0409	
2	247	TP	0409	
2	334	TP	0409	
2	303	O	0409	
2	303	C	0409	
2	303	C	0409	
2	281	TM	0409	
2	303	TP	0409	
2	215	TN	0409	
2	348	TN	0410	
2	145	C	0410	
2	145	I	0410	
2	93	F	0410	
2	432	I	0410	
2	341	TP	0410	
2	341	TP	0410	
2	341	TN	0410	
2	341	TP	0410	
2	341	TP	0410	
2	341	O	0410	
2	262	G	0410	
2	97	F	0410	
2	97	F	0410	
2	97	F	0410	
2	348	TN	0410	
2	348	TP	0410	
2	348	TN	0410	
2	348	TN	0410	
2	348	O	0410	
2	348	TN	0410	
2	412	K	0410	
2	412	TP	0410	
2	412	K	0410	
2	412	K	0410	
2	412	TP	0410	
2	433	O	0410	
2	433	O	0410	
2	267	B	0410	
2	342	H	0411	
2	342	B	0411	
2	342	C	0411	
2	212	B	0411	
2	212	TP	0411	
2	212	TM	0411	
2	212	O	0411	
2	235	I	0411	
2	235	I	0411	
2	334	I	0411	
2	491	H	0411	
2	491	H	0411	
2	491	H	0411	
2	491	H	0411	
2	491	I	0411	
2	413	H	0411	
2	212	J	0411	
2	212	TP	0411	
2	212	J	0411	
2	150	H	0411	
2	149	H	0411	
2	132	I	0411	
2	467	K	0411	
2	467	K	0411	
2	467	K	0411	
2	150	O	0411	
2	150	O	0411	
2	475	K	0411	
2	475	I	0411	
2	475	B	0411	
2	475	B	0411	
2	475	B	0411	
2	475	I	0411	
2	475	K	0411	
2	247	TP	0411	
2	393	H	0411	
2	393	H	0411	
2	460	H	0411	
2	460	H	0411	
2	77	J	0411	
2	462	H	0411	
2	462	O	0411	
2	462	TP	0411	
2	462	O	0411	
2	462	O	0411	
2	432	A	0411	
2	432	K	0411	
2	432	K	0411	
2	117	TM	0411	
2	117	O	0411	
2	117	TM	0411	
2	117	O	0411	
2	159	I	0411	
2	432	K	0411	
2	204	B	0411	
2	204	B	0411	
2	1	H	0411	
2	1	I	0411	
2	479	TN	0412	
2	261	H	0412	
2	261	H	0412	
2	437	I	0412	
2	437	I	0412	
2	167	I	0412	
2	167	I	0412	
2	167	I	0412	
2	143	TP	0412	
2	505	TP	0412	
2	505	TP	0412	
2	505	TP	0412	
2	505	TP	0412	
2	531	K	0412	
2	531	K	0412	
2	319	TP	0412	
2	94	E	0412	
2	249	J	0412	
2	249	I	0412	
2	1	I	0412	
2	223	O	0412	
2	536	TP	0412	
2	536	TP	0412	
2	235	H	0412	
2	536	TN	0412	
2	536	TN	0412	
2	536	TN	0412	
2	106	I	0412	
2	106	I	0412	
2	189	I	0413	
2	247	O	0413	
2	479	TN	0413	
2	479	TP	0413	
2	242	O	0413	
2	291	H	0413	
2	291	O	0413	
2	291	O	0413	
2	257	TP	0413	
2	257	TP	0413	
2	257	TP	0413	
2	257	TP	0413	
2	257	TP	0413	
2	257	TP	0413	
2	497	K	0413	
2	164	F	0413	
2	164	G	0413	
2	164	G	0413	
2	164	H	0413	
2	164	H	0413	
2	164	H	0413	
2	164	H	0413	
2	324	H	0413	
2	131	P	0413	
2	131	TP	0413	
2	131	TP	0413	
2	295	I	0413	
2	295	I	0413	
2	295	I	0413	
2	346	I	0413	
2	404	H	0413	
2	404	H	0413	
2	293	TP	0413	
2	137	I	0413	
2	137	I	0413	
2	254	I	0413	
2	259	I	0413	
2	261	I	0413	
2	291	H	0413	
2	433	K	0413	
2	433	G	0413	
2	433	D	0413	
2	250	TN	0414	
2	250	TN	0414	
2	145	F	0414	
2	403	B	0414	
2	49	TM	0414	
2	437	H	0414	
2	153	TP	0414	
2	153	O	0414	
2	153	TP	0414	
2	153	H	0414	
2	153	TP	0414	
2	291	H	0414	
2	291	H	0414	
2	209	TP	0414	
2	209	TP	0414	
2	346	I	0414	
2	357	O	0414	
2	75	I	0414	
2	75	I	0414	
2	75	TN	0414	
2	75	I	0414	
2	75	I	0414	
2	146	TP	0414	
2	146	I	0414	
2	239	F	0414	
2	239	F	0414	
2	292	I	0414	
2	93	I	0414	
2	93	I	0414	
2	204	B	0414	
2	204	B	0414	
2	17	O	0415	
2	384	A	0415	
2	384	A	0415	
2	433	TP	0415	
2	433	TP	0415	
2	317	TP	0415	
2	54	TP	0415	
2	54	TP	0415	
2	54	TP	0415	
2	54	TP	0415	
2	54	TP	0415	
2	507	TP	0415	
2	424	O	0415	
2	424	O	0415	
2	424	O	0415	
2	424	O	0415	
2	178	B	0416	
2	178	O	0416	
2	178	TP	0416	
2	178	TP	0416	
2	178	TP	0416	
2	246	H	0416	
2	17	TP	0416	
2	229	H	0416	
2	229	I	0416	
2	536	TP	0416	
2	266	B	0416	
2	341	TP	0416	
2	341	TP	0416	
2	341	G	0416	
2	470	TP	0416	
2	470	TP	0416	
2	470	TN	0416	
2	470	TP	0416	
2	470	TP	0416	
2	470	TP	0416	
2	470	TN	0416	
2	470	TN	0416	
2	26	TP	0416	
2	26	TP	0416	
2	26	TP	0416	
2	26	TP	0416	
2	26	TP	0416	
2	388	TP	0416	
2	388	TP	0416	
2	388	TP	0416	
2	388	TP	0416	
2	71	O	0416	
2	71	TP	0416	
2	455	TP	0416	
2	291	O	0416	
2	291	O	0416	
2	291	O	0416	
2	74	N	0416	
2	74	K	0416	
2	74	K	0416	
2	74	K	0416	
2	334	I	0416	
2	206	I	0416	
2	206	I	0416	
2	508	TP	0416	
2	508	TP	0416	
2	161	O	0417	
2	161	I	0417	
2	358	I	0417	
2	358	I	0417	
2	371	TP	0417	
2	505	I	0417	
2	505	I	0417	
2	5	B	0417	
2	270	TP	0417	
2	270	TP	0417	
2	2	H	0417	
2	433	D	0417	
2	433	C	0417	
2	433	C	0417	
2	270	O	0417	
2	270	TM	0417	
2	237	O	0417	
2	237	TM	0417	
2	204	I	0418	
2	523	H	0418	
2	523	H	0418	
2	523	H	0418	
2	190	TP	0418	
2	190	TP	0418	
2	372	TP	0418	
2	372	TP	0418	
2	195	I	0418	
2	195	I	0418	
2	483	I	0418	
2	235	H	0418	
2	342	H	0418	
2	354	TP	0418	
2	343	TN	0418	
2	343	TP	0418	
2	398	H	0418	
2	398	H	0418	
2	247	TP	0418	
2	1	I	0418	
2	405	TB	0418	
2	405	TN	0418	
2	327	F	0418	
2	481	R	0419	
2	481	R	0419	
2	481	TP	0419	
2	95	O	0419	
2	95	K	0419	
2	145	I	0419	
2	95	TM	0419	
2	95	TM	0419	
2	95	O	0419	
2	95	O	0419	
2	95	TM	0419	
2	95	TM	0419	
2	190	O	0419	
2	95	O	0419	
2	95	O	0419	
2	132	H	0419	
2	132	H	0419	
2	132	H	0419	
2	132	H	0419	
2	77	I	0419	
2	73	I	0419	
2	73	I	0419	
2	73	I	0419	
2	407	TP	0419	
2	344	I	0419	
2	344	I	0419	
2	344	I	0419	
2	132	H	0419	
2	64	I	0419	
2	64	I	0419	
2	64	I	0419	
2	64	I	0419	
2	64	I	0419	
2	64	I	0419	
2	143	O	0419	
2	143	O	0419	
2	341	TP	0420	
2	341	TP	0420	
2	341	TP	0420	
2	299	I	0420	
2	303	H	0420	
2	303	H	0420	
2	303	H	0420	
2	303	H	0420	
2	303	H	0420	
2	462	TM	0420	
2	132	B	0420	
2	74	I	0420	
2	74	I	0420	
2	239	B	0421	
2	239	C	0421	
2	328	O	0421	
2	328	TM	0421	
2	328	O	0421	
2	127	I	0421	
2	77	I	0421	
2	246	H	0421	
2	405	TN	0421	
2	386	TP	0421	
2	465	G	0421	
2	465	I	0421	
2	118	K	0421	
2	118	I	0421	
2	118	I	0421	
2	118	I	0421	
2	118	I	0421	
2	346	I	0421	
2	19	H	0422	
2	430	H	0422	
2	204	I	0422	
2	296	TP	0422	
2	319	TP	0422	
2	319	TP	0422	
2	319	TP	0422	
2	196	H	0422	
2	196	I	0422	
2	196	C	0422	
2	296	TP	0422	
2	296	TP	0422	
2	77	G	0422	
2	207	B	0423	
2	150	H	0423	
2	150	H	0423	
2	150	H	0423	
2	150	H	0423	
2	150	H	0423	
2	427	TN	0423	
2	136	J	0423	
2	344	H	0423	
2	344	H	0423	
2	344	H	0423	
2	291	H	0423	
2	74	X	0423	
2	74	K	0423	
2	74	K	0423	
2	106	K	0423	
2	106	K	0423	
2	106	K	0423	
2	106	K	0423	
2	77	H	0423	
2	77	H	0423	
2	358	I	0423	
2	300	I	0423	
2	266	H	0423	
2	266	B	0423	
2	415	TP	0423	
2	415	TP	0423	
2	415	TN	0423	
2	178	TP	0424	
2	341	TP	0424	
2	341	TP	0424	
2	462	O	0424	
2	71	O	0424	
2	71	TP	0424	
2	190	TP	0425	
2	190	TP	0425	
2	159	H	0425	
2	453	TP	0425	
2	453	TP	0425	
2	207	O	0425	
2	207	O	0425	
2	207	I	0425	
2	274	K	0425	
2	108	I	0425	
2	108	I	0425	
2	59	O	0425	
2	241	B	0426	
2	241	B	0426	
2	415	TN	0426	
2	415	TN	0426	
2	19	J	0426	
2	19	N	0426	
2	93	O	0426	
2	269	TP	0426	
2	433	D	0426	
2	349	H	0426	
2	231	TP	0426	
2	231	TP	0426	
2	231	TP	0426	
2	231	TP	0426	
2	414	B	0426	
2	412	I	0426	
2	412	I	0426	
2	74	H	0426	
2	433	I	0426	
2	388	TM	0427	
2	388	TM	0427	
2	388	TM	0427	
2	388	O	0427	
2	388	H	0427	
2	269	TP	0427	
2	533	I	0427	
2	176	H	0427	
2	176	H	0427	
2	383	P	0427	
2	269	TP	0427	
2	269	TP	0427	
2	74	H	0427	
2	74	H	0427	
2	74	H	0427	
2	74	H	0427	
2	74	H	0427	
2	74	H	0427	
2	87	O	0427	
2	87	O	0427	
2	87	O	0427	
2	87	O	0427	
2	480	F	0427	
2	62	H	0427	
2	79	TP	0428	
2	79	TP	0428	
2	79	TP	0428	
2	79	TP	0428	
2	79	TP	0428	
2	53	TP	0428	
2	53	TP	0428	
2	53	TP	0428	
2	53	TP	0428	
2	319	B	0428	
2	319	H	0428	
2	174	TP	0428	
2	174	TP	0428	
2	513	H	0428	
2	291	I	0428	
2	291	I	0428	
2	3	H	0428	
2	8	O	0428	
2	8	I	0428	
2	8	O	0428	
2	8	N	0428	
2	247	O	0428	
2	531	J	0428	
2	531	B	0428	
2	531	J	0428	
2	531	J	0428	
2	531	J	0428	
2	531	J	0428	
2	229	I	0428	
2	15	I	0428	
2	15	I	0428	
2	15	I	0428	
2	15	I	0428	
2	342	H	0428	
2	342	C	0428	
2	250	B	0428	
2	531	B	0428	
2	531	J	0428	
2	341	I	0429	
2	341	TP	0429	
2	341	TP	0429	
2	432	K	0429	
2	432	H	0429	
2	432	B	0429	
2	432	H	0429	
2	364	I	0429	
2	364	I	0429	
2	364	I	0429	
2	435	TP	0429	
2	19	I	0429	
2	505	O	0429	
2	293	TM	0429	
2	98	I	0429	
2	492	B	0429	
2	293	I	0429	
2	466	H	0429	
2	466	I	0429	
2	466	O	0429	
2	297	H	0429	
2	466	O	0429	
2	297	TP	0429	
2	466	TP	0429	
2	466	TN	0429	
2	346	I	0430	
