学期	学号	地点	日期	时间	金额
3	20	教室	1106	141926	0.01
3	67	宿舍	1106	160621	0.02
3	7	教室	1106	160803	0.01
3	23	教室	1106	160826	0.01
3	41	教室	1106	160335	0.01
3	5	交通	1106	154822	4
3	61	交通	1106	154825	4
3	5	交通	1106	122230	4
3	61	交通	1106	122225	4
3	27	宿舍	1106	122322	0.03
3	2	宿舍	1106	122436	3.6
3	12	宿舍	1106	122911	0.09
3	39	宿舍	1106	140239	0.12
3	75	宿舍	1106	140212	0.2
3	46	食堂	1106	140248	7
3	86	宿舍	1106	125750	0.02
3	2	教室	1106	170018	0.02
3	7	食堂	1106	171228	11
3	43	教室	1106	170618	0.01
3	55	食堂	1106	174902	2.1
3	12	食堂	1106	175309	1
3	78	食堂	1106	180816	1.8
3	26	食堂	1106	174647	8
3	26	食堂	1106	174709	10
3	39	教室	1106	175543	0.01
3	2	食堂	1106	174819	6.6
3	84	食堂	1106	181155	1.5
3	55	食堂	1106	183359	4.2
3	32	食堂	1106	175244	10
3	4	食堂	1106	180350	4.2
3	84	食堂	1106	180405	4.2
3	20	食堂	1106	180025	2.4
3	71	食堂	1106	180056	2.5
3	42	宿舍	1106	200221	0.06
3	87	食堂	1106	182825	0.2
3	46	食堂	1106	182758	6.5
3	4	宿舍	1106	192019	0.16
3	48	宿舍	1106	214643	0.01
3	65	教室	1106	200940	0.01
3	32	超市	1106	220116	21.3
3	61	超市	1106	220138	6.1
3	5	宿舍	1106	203939	1.2
3	9	食堂	1106	174957	3
3	64	食堂	1106	174844	4.6
3	27	宿舍	1106	214547	0.43
3	48	宿舍	1106	214835	0.14
3	45	食堂	1106	175134	0.5
3	16	宿舍	1106	215153	0.6
3	90	宿舍	1106	210640	2.1
3	56	食堂	1106	210709	2.2
3	20	食堂	1106	175506	5
3	56	食堂	1106	180821	4.4
3	46	食堂	1106	181122	7
3	15	食堂	1106	180052	10
3	10	食堂	1106	175525	5
3	83	超市	1106	180538	10.9
3	33	食堂	1106	181231	1.5
3	82	食堂	1106	181206	4.4
3	75	食堂	1106	181042	5.2
3	51	食堂	1106	180806	4.2
3	62	食堂	1106	180253	2.1
3	12	食堂	1106	174953	3
3	45	食堂	1106	175038	4.1
3	86	宿舍	1106	182955	0.13
3	26	食堂	1106	181953	2.2
3	83	宿舍	1106	193735	0.7
3	78	食堂	1106	215732	4
3	81	食堂	1106	180036	2
3	43	宿舍	1106	191731	3.9
3	61	超市	1106	192127	4.6
3	67	食堂	1106	192856	2.5
3	11	食堂	1106	181040	1.8
3	10	宿舍	1106	212937	0.7
3	27	宿舍	1106	211806	0.43
3	65	教室	1106	200658	0.01
3	12	食堂	1106	215821	4.9
3	31	超市	1106	220052	6.5
3	87	超市	1106	205300	4
3	86	宿舍	1106	220114	0.03
3	87	食堂	1106	182728	4
3	56	宿舍	1106	182647	0.01
3	63	超市	1106	210522	2.8
3	82	食堂	1106	181308	2.4
3	84	宿舍	1106	210941	1.6
3	43	宿舍	1106	192642	0.02
3	64	食堂	1106	175109	4.2
3	67	食堂	1106	175331	6.2
3	43	食堂	1106	175356	1.6
3	23	食堂	1106	175301	0.8
3	4	食堂	1106	181141	1.5
3	52	食堂	1106	181315	0.4
3	41	食堂	1106	180754	4.2
3	11	食堂	1106	175425	10.4
3	33	食堂	1106	181107	4.6
3	52	食堂	1106	181000	3.5
3	20	宿舍	1106	213240	0.1
3	84	宿舍	1106	184809	0.17
3	7	宿舍	1106	211126	0.8
3	23	宿舍	1106	191015	0.02
3	63	交通	1106	183531	1
3	37	超市	1106	220424	5
3	15	超市	1106	220413	6.1
3	9	食堂	1106	222145	1.3
3	20	宿舍	1106	222456	2.2
3	6	宿舍	1106	233540	0.08
3	69	宿舍	1106	223520	0.5
3	82	宿舍	1106	223956	0.03
3	52	宿舍	1106	225915	0.01
3	51	宿舍	1106	221421	0.15
3	15	宿舍	1106	221751	0.15
3	69	宿舍	1106	225325	0.01
3	75	宿舍	1106	223054	0.01
3	87	宿舍	1106	233922	0.13
3	43	宿舍	1106	234047	0.02
3	43	宿舍	1106	234403	0.01
3	54	宿舍	1106	231732	0.6
3	61	宿舍	1106	222434	0.08
3	13	宿舍	1106	222921	0.02
3	45	宿舍	1106	223018	0.1
3	45	宿舍	1106	223042	0.1
3	45	宿舍	1106	223924	0.1
3	37	宿舍	1106	221751	0.01
3	42	宿舍	1106	231510	0.08
3	67	宿舍	1106	222604	0.15
3	75	宿舍	1106	223042	0.01
3	54	宿舍	1106	222909	0.11
3	76	宿舍	1106	223417	0.13
3	51	宿舍	1106	222623	1
3	45	宿舍	1106	224041	0.1
3	9	食堂	1106	222041	2.5
3	56	宿舍	1106	224558	0.13
3	62	宿舍	1106	235548	3
3	46	宿舍	1106	235548	1
3	6	宿舍	1106	231044	0.05
3	71	宿舍	1106	232124	0.13
3	62	宿舍	1106	232417	0.1
3	33	宿舍	1106	232750	1.6
3	23	宿舍	1106	230340	0.8
3	37	宿舍	1106	222033	0.13
3	23	宿舍	1106	231204	0.31
3	12	宿舍	1106	221906	4.4
3	43	宿舍	1106	234337	0.03
3	9	宿舍	1106	234613	1.1
3	45	宿舍	1106	230213	2.1
3	12	宿舍	1106	221840	0.1
3	12	宿舍	1106	221618	0.1
3	13	宿舍	1106	221833	0.4
3	39	宿舍	1106	231512	0.9
3	36	宿舍	1107	083222	0.1
3	51	食堂	1107	070049	0.6
3	51	食堂	1107	070232	1.6
3	42	食堂	1107	083403	2
3	36	宿舍	1107	083054	0.1
3	27	宿舍	1107	074435	0.03
3	54	食堂	1107	074830	5
3	4	食堂	1107	085200	1.8
3	6	食堂	1107	084120	3
3	83	超市	1107	092719	30
3	83	超市	1107	092723	17.6
3	86	宿舍	1107	080021	0.04
3	4	食堂	1107	090059	2
3	82	食堂	1107	084246	3
3	67	食堂	1107	084452	2.2
3	67	食堂	1107	085040	0.7
3	65	宿舍	1107	083716	0.16
3	13	宿舍	1107	081416	0.03
3	64	食堂	1107	082321	0.5
3	39	超市	1107	100948	23
3	86	超市	1107	105049	11
3	39	食堂	1107	085636	1.5
3	23	食堂	1107	085507	0.5
3	9	食堂	1107	083955	3
3	67	食堂	1107	084459	0.2
3	86	宿舍	1107	084022	0.02
3	54	教室	1107	084812	0.02
3	71	超市	1107	093307	19.3
3	32	宿舍	1107	091223	1.7
3	41	食堂	1107	071645	1.18
3	43	宿舍	1107	071033	0.05
3	63	宿舍	1107	090629	1.4
3	27	宿舍	1107	074404	0.02
3	43	食堂	1107	075530	1.8
3	39	超市	1107	100944	30
3	39	食堂	1107	102113	2.5
3	52	食堂	1107	110759	4.2
3	51	教室	1107	070447	0.01
3	81	食堂	1107	071733	0.7
3	13	食堂	1107	083839	0.8
3	43	食堂	1107	075524	1.1
3	64	食堂	1107	081813	4
3	77	食堂	1107	082333	4.3
3	20	食堂	1107	083035	2.2
3	10	食堂	1107	083310	0.8
3	42	食堂	1107	081941	3
3	13	食堂	1107	084032	1.6
3	23	食堂	1107	085246	1
3	82	食堂	1107	085824	2.5
3	9	食堂	1107	091236	2.5
3	27	食堂	1107	080047	0.5
3	6	宿舍	1107	084142	0.01
3	39	食堂	1107	085454	0.8
3	65	食堂	1107	085724	0.5
3	13	宿舍	1107	085209	0.25
3	31	食堂	1107	080514	0.5
3	2	食堂	1107	110133	10.1
3	33	食堂	1107	102702	6
3	86	文印	1107	105245	0.9
3	51	食堂	1107	105239	5.2
3	63	宿舍	1107	105603	1.26
3	27	食堂	1107	110742	4.7
3	37	食堂	1107	110610	0.6
3	52	食堂	1107	083942	3
3	56	宿舍	1107	083423	0.22
3	36	宿舍	1107	093424	0.25
3	15	食堂	1107	110433	6
3	75	宿舍	1107	020942	0.02
3	36	宿舍	1107	083247	1.8
3	41	教室	1107	071253	0.01
3	10	食堂	1107	083441	2.2
3	51	食堂	1107	070304	0.2
3	31	食堂	1107	080326	2.2
3	31	食堂	1107	080342	0.6
3	20	食堂	1107	083251	0.8
3	86	宿舍	1107	095839	0.02
3	48	食堂	1107	081218	1.33
3	56	宿舍	1107	090345	0.02
3	48	食堂	1107	081339	2.5
3	86	食堂	1107	104744	10
3	86	食堂	1107	104819	3.5
3	37	食堂	1107	110251	4
3	15	食堂	1107	110309	1.8
3	39	食堂	1107	112423	2.5
3	55	食堂	1107	112323	4.2
3	48	食堂	1107	112529	5.7
3	46	食堂	1107	113514	3.5
3	62	食堂	1107	120103	5.7
3	26	宿舍	1107	113355	0.8
3	37	食堂	1107	114051	4.9
3	61	食堂	1107	114137	4.7
3	15	宿舍	1107	114507	3.6
3	13	食堂	1107	115118	10
3	83	食堂	1107	115911	5.6
3	64	食堂	1107	115423	3.6
3	26	食堂	1107	120058	7.5
3	12	食堂	1107	115749	3.5
3	9	食堂	1107	113015	4.7
3	46	食堂	1107	113202	3.2
3	54	食堂	1107	113015	2
3	55	食堂	1107	112651	2.7
3	5	食堂	1107	114114	4.5
3	63	食堂	1107	113858	4.1
3	41	食堂	1107	113623	4
3	43	食堂	1107	114213	3.2
3	71	宿舍	1107	115812	0.03
3	2	食堂	1107	113423	4.9
3	32	食堂	1107	115857	6.1
3	41	食堂	1107	113617	0.2
3	77	超市	1107	115814	4.1
3	5	食堂	1107	114213	1.5
3	86	宿舍	1107	114135	0.03
3	10	食堂	1107	115139	5.6
3	13	食堂	1107	120721	5
3	4	食堂	1107	120017	5.2
3	7	食堂	1107	114506	8.6
3	77	宿舍	1107	120400	0.1
3	5	食堂	1107	114209	0.38
3	20	食堂	1107	115649	5.1
3	12	食堂	1107	120303	1
3	56	食堂	1107	121736	4.4
3	77	宿舍	1107	120555	1
3	23	食堂	1107	121507	7
3	42	超市	1107	121310	1.8
3	42	超市	1107	121426	3.2
3	19	食堂	1107	121940	4
3	78	宿舍	1107	123515	0.1
3	78	宿舍	1107	123821	0.1
3	61	宿舍	1107	124549	0.1
3	75	宿舍	1107	130610	0.1
3	41	教室	1107	141101	0.01
3	39	宿舍	1107	140359	0.07
3	9	宿舍	1107	140903	0.03
3	42	教室	1107	150837	0.01
3	76	宿舍	1107	122856	1.6
3	78	宿舍	1107	123847	0.1
3	61	宿舍	1107	125311	2.2
3	31	食堂	1107	131909	9
3	6	宿舍	1107	132404	0.08
3	27	宿舍	1107	140354	0.02
3	82	宿舍	1107	140433	0.03
3	82	食堂	1107	141123	1.8
3	7	超市	1107	122624	4.8
3	69	食堂	1107	124742	1.2
3	61	宿舍	1107	125035	0.1
3	75	宿舍	1107	123428	0.02
3	67	宿舍	1107	122319	1.4
3	6	宿舍	1107	131919	3.6
3	69	宿舍	1107	133356	1.5
3	36	教室	1107	141440	0.01
3	65	教室	1107	141343	0.01
3	78	宿舍	1107	124459	2.5
3	54	教室	1107	141754	0.01
3	20	教室	1107	142002	0.01
3	78	宿舍	1107	123158	0.05
3	52	教室	1107	151125	0.01
3	78	超市	1107	161039	11.6
3	86	超市	1107	161048	6.8
3	69	食堂	1107	124719	6.5
3	15	超市	1107	161717	13.5
3	54	超市	1107	161850	10
3	56	食堂	1107	171515	4.4
3	23	宿舍	1107	141944	0.02
3	9	教室	1107	155909	0.01
3	41	超市	1107	162632	4
3	65	教室	1107	150456	0.01
3	27	食堂	1107	173035	2.5
3	48	食堂	1107	170719	6
3	41	食堂	1107	171917	2.7
3	78	宿舍	1107	123538	0.1
3	54	教室	1107	150513	0.01
3	86	宿舍	1107	132555	0.02
3	86	宿舍	1107	140113	0.02
3	43	宿舍	1107	141743	0.02
3	67	教室	1107	142349	0.01
3	86	宿舍	1107	165919	0.03
3	2	食堂	1107	161448	6.5
3	67	食堂	1107	161118	10
3	37	超市	1107	161420	7
3	65	教室	1107	161829	0.01
3	75	超市	1107	162844	17.8
3	12	超市	1107	162852	5.8
3	2	食堂	1107	164717	3.99
3	7	宿舍	1107	173647	0.02
3	63	食堂	1107	172427	1.5
3	43	教室	1107	155259	0.01
3	52	食堂	1107	173041	2.5
3	82	食堂	1107	171931	4.4
3	63	食堂	1107	172516	5.2
3	52	食堂	1107	171302	5.2
3	55	食堂	1107	170526	4.2
3	27	食堂	1107	165658	3
3	19	食堂	1107	161434	6.1
3	39	宿舍	1107	161310	0.02
3	7	超市	1107	161509	12.5
3	2	食堂	1107	164730	0.8
3	48	超市	1107	174248	6.3
3	10	超市	1107	175511	2
3	82	宿舍	1107	175212	1.8
3	10	宿舍	1107	192206	0.9
3	48	宿舍	1107	213857	0.16
3	56	宿舍	1107	201739	0.9
3	82	宿舍	1107	215800	0.18
3	52	宿舍	1107	220753	1.2
3	42	宿舍	1107	221649	0.1
3	6	宿舍	1107	185630	0.02
3	32	食堂	1107	175301	1
3	83	食堂	1107	175342	8.6
3	71	食堂	1107	182315	1.5
3	86	宿舍	1107	182143	0.08
3	65	教室	1107	200902	0.01
3	90	交通	1107	182222	4
3	90	交通	1107	182412	4
3	4	交通	1107	180005	1
3	32	食堂	1107	175246	8
3	6	宿舍	1107	182750	0.02
3	78	宿舍	1107	191749	0.04
3	39	宿舍	1107	214436	2
3	86	宿舍	1107	203444	0.02
3	65	教室	1107	191325	0.01
3	15	宿舍	1107	203741	0.16
3	71	超市	1107	215056	6.1
3	87	超市	1107	215104	4.3
3	56	宿舍	1107	190255	0.02
3	71	食堂	1107	180711	5.2
3	23	食堂	1107	180615	3.5
3	87	宿舍	1107	220109	0.13
3	51	食堂	1107	180228	3
3	23	食堂	1107	180635	1.8
3	56	宿舍	1107	203649	0.08
3	20	宿舍	1107	203017	0.07
3	7	宿舍	1107	204014	1.3
3	32	宿舍	1107	190655	1.26
3	82	宿舍	1107	190931	0.02
3	20	宿舍	1107	192636	1.6
3	4	宿舍	1107	220356	0.16
3	78	宿舍	1107	230756	0.04
3	23	宿舍	1107	234957	1.1
3	71	宿舍	1107	231427	0.16
3	27	宿舍	1107	233420	0.15
3	42	宿舍	1107	221719	0.1
3	42	宿舍	1107	222242	0.1
3	87	宿舍	1107	223631	1
3	6	宿舍	1107	224551	0.08
3	42	宿舍	1107	222557	2.2
3	42	宿舍	1107	232443	3.6
3	61	宿舍	1107	233531	0.13
3	51	宿舍	1107	224408	0.16
3	42	宿舍	1107	221851	0.1
3	6	宿舍	1107	230644	0.11
3	9	宿舍	1107	234920	0.5
3	52	食堂	1108	080616	0.5
3	10	宿舍	1108	084913	1.26
3	67	食堂	1108	085458	0.76
3	20	宿舍	1108	094304	1.26
3	67	食堂	1108	090906	0.43
3	55	食堂	1108	084909	3
3	83	超市	1108	100315	8.8
3	86	食堂	1108	104918	8
3	56	宿舍	1108	082311	0.02
3	51	食堂	1108	070634	0.7
3	51	教室	1108	070546	0.01
3	52	食堂	1108	080226	2.7
3	86	食堂	1108	104813	2
3	86	食堂	1108	105212	3.5
3	54	宿舍	1108	101657	1.5
3	55	食堂	1108	084823	1.8
3	67	食堂	1108	090035	0.7
3	61	宿舍	1108	104427	0.05
3	56	宿舍	1108	082527	0.01
3	26	宿舍	1108	104934	0.6
3	54	宿舍	1108	100459	0.1
3	39	食堂	1108	085533	1.5
3	20	食堂	1108	090514	1.8
3	10	食堂	1108	090914	0.7
3	46	食堂	1108	101915	2.5
3	42	宿舍	1108	090507	0.02
3	56	食堂	1108	083704	0.63
3	67	食堂	1108	085452	1.6
3	86	宿舍	1108	074828	0.03
3	39	食堂	1108	085340	0.8
3	46	宿舍	1108	085918	2.2
3	55	食堂	1108	110906	4.5
3	9	交通	1108	102155	4
3	46	交通	1108	102207	4
3	10	食堂	1108	090527	1.6
3	86	文印	1108	104136	0.45
3	23	食堂	1108	085133	1
3	23	食堂	1108	085332	0.8
3	36	宿舍	1108	102108	0.5
3	46	宿舍	1108	000310	0.8
3	27	食堂	1108	080234	3.2
3	27	食堂	1108	080632	0.5
3	82	食堂	1108	084829	1.6
3	23	宿舍	1108	103720	0.26
3	20	食堂	1108	090639	0.7
3	6	宿舍	1108	092332	0.02
3	65	宿舍	1108	094249	0.17
3	23	宿舍	1108	083117	0.02
3	39	宿舍	1108	094511	0.02
3	71	宿舍	1108	081345	0.11
3	56	宿舍	1108	082753	0.01
3	82	食堂	1108	084750	0.5
3	6	宿舍	1108	091403	0.02
3	51	食堂	1108	070204	1.6
3	45	食堂	1108	074023	0.63
3	13	食堂	1108	075336	3
3	71	宿舍	1108	080316	0.22
3	13	食堂	1108	075837	1.8
3	2	交通	1108	101227	4
3	7	交通	1108	115529	1
3	39	食堂	1108	113354	1
3	61	食堂	1108	114350	6.3
3	39	食堂	1108	115055	3.5
3	76	食堂	1108	114323	6.3
3	20	食堂	1108	115300	3.5
3	84	超市	1108	114920	6
3	78	食堂	1108	113402	4.9
3	71	食堂	1108	114925	1
3	32	食堂	1108	122359	10.4
3	83	食堂	1108	122429	6
3	23	食堂	1108	120709	2.5
3	20	食堂	1108	115847	0.6
3	10	食堂	1108	115557	1
3	51	食堂	1108	112034	4.2
3	13	食堂	1108	112053	4.7
3	86	宿舍	1108	114655	0.03
3	23	食堂	1108	115258	4
3	39	食堂	1108	113240	3
3	39	宿舍	1108	121049	0.01
3	54	食堂	1108	112511	8.1
3	52	食堂	1108	112434	4.2
3	27	食堂	1108	112050	5.2
3	7	宿舍	1108	112726	0.02
3	71	食堂	1108	113601	4.2
3	52	食堂	1108	112433	2.5
3	87	食堂	1108	114437	4.2
3	26	食堂	1108	112919	10.6
3	84	超市	1108	114825	20.3
3	23	食堂	1108	114758	2.7
3	10	食堂	1108	115224	3.5
3	39	食堂	1108	120824	2.5
3	10	食堂	1108	115720	0.6
3	20	食堂	1108	115619	1
3	78	宿舍	1108	115340	0.07
3	54	教室	1108	121151	0.01
3	10	宿舍	1108	123226	1.1
3	19	食堂	1108	123341	4.2
3	23	食堂	1108	171458	3
3	39	食堂	1108	173550	3.5
3	75	宿舍	1108	175234	0.02
3	51	食堂	1108	153902	12
3	19	食堂	1108	123011	5.6
3	13	超市	1108	130644	23.4
3	86	宿舍	1108	131309	0.02
3	86	宿舍	1108	143048	0.02
3	23	宿舍	1108	135940	0.02
3	27	食堂	1108	172911	2.53
3	86	宿舍	1108	172417	0.02
3	83	食堂	1108	173805	5.5
3	83	食堂	1108	173811	6
3	39	食堂	1108	171846	1
3	37	食堂	1108	172948	4.2
3	86	交通	1108	165840	1
3	54	交通	1108	170618	1
3	67	宿舍	1108	144236	3.6
3	52	食堂	1108	165326	3
3	7	交通	1108	132327	1
3	48	超市	1108	150943	6
3	10	食堂	1108	174135	4.6
3	83	食堂	1108	123729	2.5
3	76	交通	1108	125414	1
3	86	宿舍	1108	172422	0.02
3	23	食堂	1108	171825	1
3	11	食堂	1108	174016	4.6
3	15	食堂	1108	172802	3
3	65	宿舍	1108	154006	1.7
3	55	宿舍	1108	123634	0.16
3	27	食堂	1108	165329	3
3	39	食堂	1108	171501	3
3	37	宿舍	1108	143753	1.6
3	67	宿舍	1108	144224	3.6
3	27	宿舍	1108	144737	0.01
3	27	宿舍	1108	145016	0.03
3	52	食堂	1108	171141	1
3	10	食堂	1108	174413	1
3	39	食堂	1108	175228	2.5
3	52	食堂	1108	172903	2.53
3	20	食堂	1108	174001	4.6
3	83	食堂	1108	174422	1.5
3	45	食堂	1108	174628	3
3	86	宿舍	1108	174252	0.02
3	86	宿舍	1108	175324	0.06
3	4	交通	1108	130308	1
3	39	超市	1108	195946	0.3
3	86	宿舍	1108	205106	0.02
3	15	宿舍	1108	230036	1.6
3	81	宿舍	1108	234541	1.3
3	39	超市	1108	195935	30
3	39	超市	1108	195939	9.7
3	10	超市	1108	211515	7
3	20	超市	1108	211551	5.2
3	84	宿舍	1108	233617	0.16
3	52	宿舍	1108	225131	0.16
3	37	宿舍	1108	225448	0.14
3	11	超市	1108	212810	20.98
3	15	超市	1108	180434	5
3	86	宿舍	1108	183757	0.9
3	45	宿舍	1108	193833	0.1
3	13	宿舍	1108	220722	1
3	86	宿舍	1108	231450	0.14
3	45	宿舍	1108	195345	1.3
3	87	宿舍	1108	214623	0.02
3	86	宿舍	1108	221333	0.02
3	11	超市	1108	211501	2.4
3	37	宿舍	1108	225328	0.01
3	12	食堂	1108	180524	4.4
3	20	宿舍	1108	213932	0.08
3	51	宿舍	1108	213535	0.16
3	75	宿舍	1108	180248	0.02
3	19	食堂	1108	180658	5.9
3	37	超市	1108	180422	12.5
3	61	宿舍	1108	180547	0.06
3	67	宿舍	1108	235759	0.17
3	61	宿舍	1108	225608	1.6
3	86	宿舍	1108	183232	0.07
3	42	宿舍	1108	192640	0.09
3	27	宿舍	1108	234857	0.17
3	48	宿舍	1108	210829	0.15
3	45	宿舍	1108	194048	0.1
3	87	超市	1108	211324	2.5
3	51	超市	1108	211759	4.7
3	86	宿舍	1108	200247	0.03
3	42	宿舍	1108	233949	0.1
3	4	宿舍	1108	201310	0.16
3	86	宿舍	1108	230231	0.02
3	23	宿舍	1109	014537	0.9
3	23	食堂	1109	112946	1
3	4	宿舍	1109	084215	0.1
3	81	食堂	1109	095753	0.2
3	42	食堂	1109	083249	4
3	9	宿舍	1109	005644	0.8
3	46	宿舍	1109	011609	0.7
3	61	宿舍	1109	070752	0.06
3	83	超市	1109	094942	8.9
3	48	宿舍	1109	093253	2.1
3	81	食堂	1109	095718	4
3	23	食堂	1109	111640	3
3	13	食堂	1109	103703	6.5
3	84	宿舍	1109	091916	1.3
3	34	超市	1109	104534	2.3
3	87	宿舍	1109	000506	0.13
3	4	宿舍	1109	090325	1.8
3	54	食堂	1109	113236	6.6
3	46	交通	1109	095630	4
3	9	交通	1109	095307	4
3	51	宿舍	1109	070038	0.15
3	39	宿舍	1109	004954	0.02
3	54	宿舍	1109	005521	0.11
3	39	宿舍	1109	002945	1.1
3	86	宿舍	1109	101520	0.04
3	13	食堂	1109	103412	2.5
3	9	食堂	1109	094708	2.5
3	13	超市	1109	105843	4
3	26	宿舍	1109	100110	0.7
3	63	食堂	1109	111759	7.4
3	51	食堂	1109	071750	3
3	61	食堂	1109	073659	1.43
3	52	食堂	1109	110458	3
3	39	食堂	1109	112931	2
3	61	食堂	1109	074008	2
3	86	宿舍	1109	085537	0.03
3	4	食堂	1109	093935	2
3	55	宿舍	1109	093524	0.16
3	23	宿舍	1109	105916	0.02
3	76	食堂	1109	110729	4.7
3	4	宿舍	1109	084311	0.1
3	46	食堂	1109	095327	2.5
3	55	食堂	1109	111049	4.2
3	6	宿舍	1109	100437	0.02
3	55	食堂	1109	111730	4.2
3	23	食堂	1109	112919	1.5
3	39	食堂	1109	113329	3.5
3	39	食堂	1109	111637	3
3	32	宿舍	1109	112145	1.26
3	39	食堂	1109	113300	1
3	54	食堂	1109	113151	1.5
3	15	食堂	1109	115531	0.8
3	90	食堂	1109	124604	2
3	12	食堂	1109	132803	4.5
3	86	宿舍	1109	151020	0.02
3	81	食堂	1109	124258	5
3	69	食堂	1109	124400	2.9
3	7	宿舍	1109	161855	0.12
3	55	食堂	1109	164757	3
3	27	食堂	1109	113920	4.7
3	32	食堂	1109	121557	10.4
3	34	宿舍	1109	125145	0.03
3	23	宿舍	1109	140638	0.02
3	83	食堂	1109	121710	6
3	61	交通	1109	123954	4
3	51	交通	1109	124007	4
3	82	交通	1109	135824	1
3	4	交通	1109	140205	1
3	52	食堂	1109	114244	3.8
3	27	食堂	1109	114504	2.53
3	10	食堂	1109	115719	5.6
3	86	宿舍	1109	113611	0.03
3	20	食堂	1109	115702	5.6
3	20	食堂	1109	115108	1.5
3	37	食堂	1109	115237	11
3	39	食堂	1109	115635	2.5
3	81	食堂	1109	124451	0.4
3	86	宿舍	1109	133525	0.03
3	82	宿舍	1109	161049	3.6
3	39	宿舍	1109	124557	0.02
3	76	宿舍	1109	162533	1.6
3	39	宿舍	1109	151246	0.04
3	64	宿舍	1109	163414	2
3	39	宿舍	1109	154144	0.02
3	54	教室	1109	130316	0.02
3	23	宿舍	1109	143722	3.6
3	15	食堂	1109	121611	1.8
3	15	食堂	1109	121549	2.5
3	86	宿舍	1109	121602	0.03
3	83	食堂	1109	122404	2.5
3	13	宿舍	1109	154427	0.06
3	12	宿舍	1109	142227	0.1
3	20	超市	1109	143045	2
3	36	宿舍	1109	154031	0.02
3	7	超市	1109	160632	18.8
3	65	宿舍	1109	122617	0.01
3	86	宿舍	1109	132029	0.02
3	23	食堂	1109	172333	0.5
3	61	食堂	1109	172600	11
3	61	食堂	1109	173027	8
3	64	宿舍	1109	173523	1.26
3	51	宿舍	1109	193117	3.6
3	51	食堂	1109	172900	12.6
3	51	食堂	1109	172905	10
3	36	食堂	1109	180424	0.4
3	51	宿舍	1109	195833	0.4
3	46	宿舍	1109	200427	0.01
3	82	食堂	1109	181807	7.3
3	83	食堂	1109	175104	7
3	54	教室	1109	185953	0.01
3	39	食堂	1109	172032	0.5
3	83	食堂	1109	175112	7
3	12	宿舍	1109	194055	0.1
3	36	食堂	1109	180442	0.2
3	61	食堂	1109	172410	3.1
3	39	食堂	1109	172538	2
3	61	食堂	1109	173633	3.8
3	52	食堂	1109	173338	4.2
3	54	食堂	1109	170247	3
3	46	宿舍	1109	200256	0.06
3	20	食堂	1109	173905	4.6
3	10	食堂	1109	173923	4.6
3	52	食堂	1109	174652	2.5
3	52	食堂	1109	174656	0.03
3	7	宿舍	1109	193049	3.6
3	10	宿舍	1109	175635	0.7
3	39	食堂	1109	172327	0.5
3	36	食堂	1109	180048	3.5
3	90	交通	1109	185009	2
3	65	交通	1109	175610	1
3	65	交通	1109	194559	1
3	23	食堂	1109	172037	0.5
3	55	食堂	1109	171428	4.2
3	27	食堂	1109	173424	2.6
3	10	超市	1109	170745	2
3	51	食堂	1109	172701	4.6
3	23	食堂	1109	172710	1
3	32	食堂	1109	175034	8.5
3	67	食堂	1109	183917	4.8
3	15	宿舍	1109	190911	0.16
3	86	宿舍	1109	174500	2.2
3	15	食堂	1109	180350	4.5
3	86	宿舍	1109	184432	0.08
3	39	食堂	1109	174700	2.5
3	27	食堂	1109	174739	3
3	7	宿舍	1109	193718	1.4
3	64	宿舍	1109	175616	1.26
3	51	宿舍	1109	200131	0.14
3	15	食堂	1109	181812	5
3	37	食堂	1109	180345	4.5
3	20	宿舍	1109	182516	1.6
3	83	宿舍	1109	205105	0.7
3	27	宿舍	1109	222914	0.41
3	46	宿舍	1109	203245	0.05
3	61	宿舍	1109	225612	0.16
3	42	宿舍	1109	230002	0.11
3	69	宿舍	1109	203928	0.05
3	46	宿舍	1109	214519	0.03
3	86	宿舍	1109	231842	0.02
3	9	宿舍	1109	235252	1
3	61	交通	1109	204604	1
3	32	宿舍	1109	230052	1.2
3	51	宿舍	1109	212623	3.6
3	42	宿舍	1109	232630	0.09
3	61	超市	1109	213423	5.9
3	63	宿舍	1109	230332	1.1
3	32	宿舍	1109	222516	0.1
3	69	宿舍	1109	233835	0.03
3	69	宿舍	1109	204913	0.12
3	39	宿舍	1109	225516	2
3	48	食堂	1110	081818	0.6
3	51	食堂	1110	073649	2.2
3	51	食堂	1110	073847	0.8
3	13	食堂	1110	104952	9
3	67	宿舍	1110	105426	2.2
3	64	超市	1110	094732	7.2
3	23	宿舍	1110	105847	0.03
3	61	食堂	1110	110255	8
3	65	宿舍	1110	100945	0.02
3	46	宿舍	1110	112439	2.5
3	36	食堂	1110	082502	0.7
3	36	食堂	1110	082131	3
3	6	宿舍	1110	002818	0.13
3	78	食堂	1110	081039	3.23
3	37	宿舍	1110	083515	0.16
3	34	图书馆	1110	101739	3.5
3	39	宿舍	1110	111742	0.02
3	76	食堂	1110	110514	0.8
3	12	食堂	1110	111037	4.4
3	76	食堂	1110	110321	7.5
3	42	宿舍	1110	101827	0.08
3	55	食堂	1110	105751	3
3	51	食堂	1110	112825	5.2
3	39	食堂	1110	112410	1
3	63	食堂	1110	112731	1.6
3	42	宿舍	1110	110534	1.7
3	34	图书馆	1110	112554	1.3
3	39	食堂	1110	112901	2
