学期	学号	日期	时间
2	90	0511	092140
2	69	0511	092145
2	33	0511	092833
2	26	0511	092834
2	67	0511	093121
2	42	0511	102139
2	63	0511	163439
2	82	0511	163848
2	51	0511	175433
2	67	0511	181105
2	65	0511	184100
2	42	0511	190204
2	79	0511	195815
2	12	0511	200649
2	9	0511	201703
2	48	0511	211419
2	41	0512	073504
2	51	0512	073505
2	61	0512	081952
2	79	0512	084013
2	69	0512	091926
2	90	0512	091930
2	23	0512	093513
2	58	0512	164303
2	55	0512	181452
2	79	0512	205450
2	65	0513	081654
2	51	0513	081827
2	41	0513	081828
2	24	0513	081847
2	8	0513	082406
2	36	0513	083147
2	63	0513	084003
2	12	0513	084412
2	67	0513	084420
2	79	0513	091204
2	86	0513	112218
2	55	0513	115006
2	8	0513	181036
2	63	0514	161407
2	55	0514	164653
2	9	0514	202620
2	79	0514	212031
2	7	0515	081755
2	65	0515	081758
2	46	0515	081844
2	73	0515	083909
2	9	0515	084634
2	55	0515	093444
2	23	0515	094613
2	63	0515	100058
2	24	0515	100058
2	12	0515	100226
2	12	0515	111529
2	51	0515	125757
2	67	0515	182704
2	9	0515	190559
2	79	0515	192749
2	23	0515	194922
2	55	0515	194933
2	84	0515	195648
2	84	0515	195711
2	55	0516	084104
2	63	0516	084525
2	24	0516	084526
2	55	0516	125213
2	55	0516	144035
2	41	0516	161542
2	51	0516	161542
2	23	0516	164254
2	46	0516	173447
2	67	0516	175846
2	62	0516	184728
2	79	0516	192549
2	23	0516	192913
2	48	0516	193150
2	23	0516	193708
2	63	0517	084358
2	55	0517	092517
2	73	0517	101452
2	82	0517	101512
2	64	0517	102413
2	76	0517	102424
2	45	0517	102425
2	39	0517	102428
2	64	0517	102605
2	11	0517	103949
2	24	0517	130131
2	51	0517	134252
2	41	0517	134253
2	13	0517	134257
2	67	0517	144327
2	64	0517	154933
2	55	0517	172411
2	51	0517	180539
2	9	0517	185939
2	64	0517	193103
2	51	0518	180205
2	67	0518	191509
2	64	0518	215814
2	51	0519	074142
2	79	0519	095402
2	48	0519	095404
2	9	0519	095740
2	46	0519	095747
2	67	0519	140237
2	64	0519	144946
2	79	0519	145742
2	63	0519	160108
2	12	0519	173532
2	63	0520	081500
2	4	0520	081605
2	64	0520	082509
2	79	0520	082607
2	12	0520	082926
2	67	0520	083955
2	66	0520	084046
2	24	0520	084245
2	55	0520	091144
2	4	0520	112243
2	64	0520	143624
2	36	0520	181140
2	63	0520	183104
2	55	0520	185839
2	64	0520	190317
2	67	0520	192714
2	79	0520	201259
2	33	0521	083630
2	8	0521	111444
2	43	0521	143455
2	33	0521	145908
2	51	0521	174608
2	89	0521	210338
2	9	0521	211530
2	4	0521	212631
2	42	0521	212631
2	63	0522	081824
2	24	0522	081828
2	79	0522	082553
2	46	0522	082712
2	9	0522	083008
2	33	0522	083555
2	55	0522	083957
2	67	0522	084145
2	71	0522	084319
2	65	0522	084520
2	43	0522	085311
2	12	0522	085800
2	64	0522	090924
2	24	0522	121508
2	82	0522	125825
2	83	0522	131715
2	84	0522	162257
2	79	0522	175444
2	8	0522	191907
2	89	0522	204128
2	63	0523	081850
2	33	0523	084141
2	24	0523	084142
2	9	0523	084142
2	55	0523	091214
2	23	0523	095020
2	23	0523	102745
2	55	0523	130707
2	79	0523	154831
2	63	0523	161538
2	7	0523	182440
2	79	0523	183832
2	79	0523	195146
2	9	0523	195218
2	12	0524	110450
2	55	0524	112913
2	51	0524	132058
2	43	0524	135137
2	76	0524	135733
2	9	0524	153603
2	63	0524	161013
2	51	0524	175525
2	81	0524	190336
2	8	0525	081407
2	2	0525	083646
2	43	0525	103043
2	54	0525	115618
2	82	0525	131736
2	55	0525	141341
2	8	0525	150224
2	2	0525	150738
2	13	0525	151107
2	51	0526	074835
2	89	0526	081059
2	4	0526	091404
2	48	0526	122544
2	20	0526	124940
2	79	0526	143713
2	10	0526	144639
2	48	0526	193341
2	79	0526	201852
2	65	0527	081606
2	46	0527	081627
2	63	0527	081659
2	42	0527	081809
2	23	0527	081809
2	39	0527	081810
2	51	0527	082005
2	33	0527	083438
2	64	0527	084016
2	67	0527	084432
2	72	0527	090051
2	43	0527	092005
2	24	0527	092147
2	55	0527	130306
2	9	0527	203847
2	55	0528	124824
2	23	0528	140722
2	43	0528	143425
2	55	0528	181727
2	48	0528	182107
2	51	0529	081656
2	46	0529	082328
2	67	0529	085136
2	36	0529	085725
2	55	0529	090450
2	82	0529	090927
2	64	0529	093118
2	72	0529	093120
2	46	0529	103214
2	51	0529	125202
2	8	0529	164156
2	12	0529	180643
2	51	0529	181636
2	79	0530	082109
2	24	0530	083514
2	11	0530	093528
2	63	0530	161502
2	51	0530	173736
2	79	0530	175338
2	64	0530	191356
2	42	0530	192159
2	46	0530	192205
2	65	0530	194134
2	79	0530	203438
2	24	0531	084136
2	43	0531	090620
2	73	0531	105203
2	11	0531	105205
2	91	0531	143158
2	43	0531	150201
2	51	0531	164255
2	41	0531	164255
2	51	0531	184128
2	12	0601	090757
2	23	0601	092700
2	55	0601	114116
2	68	0601	122221
2	54	0601	125937
2	2	0601	144408
2	63	0601	152637
2	54	0601	152807
2	79	0601	153611
2	27	0601	175450
2	9	0601	185622
2	51	0601	194335
2	79	0601	211518
2	51	0602	073756
2	55	0602	080727
2	8	0602	083556
2	2	0602	084845
2	65	0602	085052
2	46	0602	095134
2	79	0602	095156
2	42	0602	101158
2	66	0602	101203
2	54	0602	104026
2	72	0602	113626
2	2	0602	115653
2	46	0602	130629
2	62	0602	132206
2	72	0602	143047
2	8	0602	153249
2	42	0602	155915
2	66	0602	155917
2	79	0602	211829
2	63	0603	081417
2	8	0603	081643
2	64	0603	082008
2	82	0603	083827
2	67	0603	084116
2	67	0603	084134
2	79	0603	084509
2	71	0603	084913
2	9	0603	085044
2	19	0603	085045
2	36	0603	085938
2	55	0603	090546
2	8	0603	190617
2	12	0604	100420
2	55	0604	125623
2	12	0604	130817
2	64	0604	131128
2	64	0604	132319
2	64	0604	132614
2	9	0604	132823
2	61	0604	132824
2	41	0604	132856
2	82	0604	132856
2	67	0604	132912
2	90	0604	133024
2	83	0604	133055
2	19	0604	134404
2	68	0604	134405
2	24	0604	134413
2	13	0604	134602
2	47	0604	135201
2	43	0604	143537
2	51	0604	144034
2	63	0604	154744
2	48	0604	183554
2	46	0605	081726
2	63	0605	081755
2	9	0605	084738
2	9	0605	125830
2	8	0605	162115
2	51	0605	182040
2	84	0605	193944
2	7	0605	203036
2	55	0606	124050
2	7	0606	142929
2	58	0606	142945
2	55	0606	163504
2	4	0606	190649
2	8	0606	192201
2	67	0606	202526
2	46	0606	202721
2	47	0607	081623
2	58	0607	081805
2	41	0607	081923
2	51	0607	081925
2	79	0607	081944
2	8	0607	082026
2	46	0607	082240
2	89	0607	085612
2	43	0607	091435
2	9	0607	094303
2	64	0607	101727
2	39	0607	102226
2	68	0607	140739
2	68	0607	141524
2	68	0607	161759
2	4	0607	162009
2	2	0607	162039
2	8	0607	162200
2	48	0607	165722
2	12	0607	180859
2	51	0607	185216
2	67	0607	192749
2	46	0607	194549
2	64	0608	081535
2	39	0608	081849
2	24	0608	084010
2	82	0608	084128
2	67	0608	084258
2	9	0608	090723
2	46	0608	090824
2	55	0608	130319
2	8	0608	183251
2	86	0608	185040
2	79	0608	202733
2	8	0608	210640
2	68	0609	085633
2	33	0609	093715
2	58	0609	140635
2	64	0609	144324
2	4	0609	144510
2	2	0609	153556
2	58	0609	161042
2	8	0609	163018
2	54	0609	170648
2	27	0609	180142
2	43	0609	182514
2	61	0609	200151
2	9	0609	200152
2	51	0610	073813
2	55	0610	081116
2	2	0610	084346
2	27	0610	090359
2	41	0610	132514
2	51	0610	132515
2	12	0610	132609
2	27	0610	151805
2	2	0610	161807
2	66	0610	184320
2	41	0610	185306
2	51	0610	185308
2	86	0610	200705
2	66	0610	210529
2	41	0611	074220
2	51	0611	074222
2	7	0611	083908
2	2	0611	115257
2	54	0611	115258
2	41	0611	120036
2	51	0611	120037
2	7	0611	122859
2	41	0611	174412
2	51	0611	174413
2	2	0611	175953
2	54	0611	175953
2	7	0611	200802
2	47	0613	081454
2	2	0613	082011
2	54	0613	082011
2	55	0613	082217
2	42	0613	082217
2	33	0613	101941
2	58	0613	141426
2	7	0613	141427
2	33	0613	142232
2	8	0613	164342
2	62	0613	171701
2	12	0613	171818
2	2	0613	172348
2	54	0613	172418
2	4	0613	185101
2	42	0613	185235
2	82	0613	185406
2	67	0613	185517
2	58	0613	190023
2	46	0613	193959
2	20	0613	212410
2	41	0614	071717
2	51	0614	071718
2	27	0614	073151
2	63	0614	081249
2	43	0614	081349
2	79	0614	081401
2	58	0614	081410
2	2	0614	081820
2	54	0614	081847
2	33	0614	082219
2	46	0614	082433
2	55	0614	083508
2	42	0614	084653
2	66	0614	084655
2	4	0614	090318
2	12	0614	100721
2	73	0614	101436
2	51	0614	113251
2	54	0614	121935
2	41	0614	122535
2	51	0614	122535
2	9	0614	134208
2	67	0614	135053
2	7	0614	141651
2	2	0614	142832
2	27	0614	143148
2	46	0614	143506
2	64	0614	143528
2	33	0614	143657
2	66	0614	144351
2	42	0614	144352
2	8	0614	150831
2	89	0614	154646
2	43	0614	162845
2	55	0614	165418
2	48	0614	165940
2	33	0614	173604
2	51	0614	180202
2	4	0614	180617
2	67	0614	182200
2	27	0614	182839
2	8	0614	182840
2	66	0614	183305
2	82	0614	185910
2	64	0614	192940
2	48	0614	193129
2	7	0614	194810
2	9	0614	195347
2	58	0615	113603
2	12	0615	121932
2	55	0615	123921
2	19	0615	141934
2	13	0615	142640
2	51	0615	142641
2	67	0615	142736
2	64	0615	144054
2	42	0615	145922
2	46	0615	152318
2	89	0615	154413
2	2	0615	163101
2	2	0615	164016
2	23	0615	173416
2	67	0615	173927
2	4	0615	182532
2	19	0615	182601
2	46	0615	184338
2	58	0615	185735
2	79	0615	190053
2	66	0615	191704
2	66	0615	191722
2	8	0615	192444
2	41	0616	073914
2	51	0616	073917
2	27	0616	074321
2	8	0616	080054
2	4	0616	083406
2	84	0616	084132
2	61	0616	084542
2	64	0616	084615
2	9	0616	084658
2	12	0616	085359
2	2	0616	085745
2	54	0616	090834
2	67	0616	090925
2	46	0616	091104
2	62	0616	091859
2	16	0616	091922
2	66	0616	092554
2	42	0616	092554
2	19	0616	093626
2	23	0616	111358
2	55	0616	113232
2	51	0616	113557
2	69	0616	114106
2	90	0616	114108
2	67	0616	121528
2	51	0616	123244
2	33	0616	125931
2	46	0616	125958
2	81	0616	131259
2	69	0616	133510
2	27	0616	134430
2	23	0616	135224
2	89	0616	140806
2	2	0616	143008
2	62	0616	143411
2	64	0616	143456
2	82	0616	143526
2	8	0616	143539
2	9	0616	144247
2	66	0616	145008
2	69	0616	154310
2	61	0616	160813
2	13	0616	172106
2	27	0616	173659
2	89	0616	174001
2	82	0616	174839
2	12	0616	180242
2	8	0616	180318
2	51	0616	181649
2	20	0616	181928
2	10	0616	181930
2	67	0616	183446
2	19	0616	183609
2	33	0616	183846
2	46	0616	190803
2	10	0616	193038
2	42	0616	193650
2	84	0616	193957
2	27	0616	195042
2	64	0616	195643
2	19	0616	210630
2	2	0617	101609
2	66	0617	101654
2	42	0617	101658
2	64	0617	101700
2	46	0617	101707
2	54	0617	101827
2	63	0617	101944
2	25	0617	101944
2	12	0617	105019
2	8	0617	105646
2	62	0617	151228
2	7	0617	161544
2	12	0617	161545
2	2	0617	165500
2	54	0617	173707
2	33	0617	190933
2	12	0618	072942
2	55	0618	074228
2	8	0618	080647
2	42	0618	080742
2	66	0618	080745
2	46	0618	080750
2	79	0618	081119
2	48	0618	081120
2	62	0618	081306
2	64	0618	081607
2	10	0618	085349
2	20	0618	085352
2	55	0618	103610
2	64	0618	153825
2	7	0618	154203
2	54	0618	154717
2	87	0618	160829
2	41	0618	160922
2	2	0618	165732
2	89	0618	173540
2	51	0618	173724
2	63	0618	181359
2	2	0618	182659
2	64	0618	183517
2	24	0618	183648
2	87	0618	185021
2	46	0618	191617
2	42	0618	191618
2	7	0618	192200
2	4	0618	192635
2	81	0619	100729
2	26	0619	132736
2	12	0619	140331
2	63	0619	165543
2	12	0619	165809
2	7	0619	165936
2	67	0619	170042
2	13	0619	170046
2	55	0619	170217
2	79	0619	170230
2	48	0619	170230
2	51	0619	171048
2	41	0619	171048
2	2	0619	171416
2	54	0619	171417
2	46	0619	172112
2	42	0619	172528
2	45	0619	174711
2	23	0619	174714
2	64	0619	175516
2	87	0619	175940
2	67	0619	175912
2	72	0619	181237
2	79	0619	181929
2	48	0619	183530
2	41	0619	184728
2	51	0619	184728
2	8	0619	185517
2	7	0619	191141
2	64	0619	191633
2	12	0619	194651
2	19	0619	194947
2	41	0620	073839
2	51	0620	073839
2	89	0620	075255
2	67	0620	080551
2	7	0620	081726
2	46	0620	084248
2	42	0620	084253
2	2	0620	085652
2	10	0620	090636
2	8	0620	090806
2	19	0620	090828
2	64	0620	092350
2	66	0620	093911
2	62	0620	094400
2	23	0620	094451
2	12	0620	100256
2	19	0620	113905
2	55	0620	114756
2	51	0620	115534
2	10	0620	115852
2	46	0620	120344
2	67	0620	122743
2	20	0620	132941
2	82	0620	140553
2	19	0620	140619
2	62	0620	150729
2	46	0620	151929
2	42	0620	151930
2	45	0620	152159
2	39	0620	152201
2	7	0620	152305
2	84	0620	153155
2	89	0620	153214
2	69	0620	153249
2	90	0620	153249
2	67	0620	153332
2	72	0620	153501
2	66	0620	153900
2	64	0620	153901
2	2	0620	155355
2	8	0620	164257
2	72	0620	172106
2	42	0620	172756
2	54	0620	172757
2	51	0620	173722
2	41	0620	173723
2	12	0620	174200
2	8	0620	180257
2	67	0620	181223
2	23	0620	181443
2	76	0620	184605
2	9	0620	192038
2	81	0620	192531
2	82	0620	193517
2	67	0621	074847
2	55	0621	075442
2	51	0621	083906
2	41	0621	083940
2	7	0621	084227
2	82	0621	084925
2	66	0621	084935
2	67	0621	085046
2	62	0621	085339
2	42	0621	085432
2	46	0621	085439
2	4	0621	085654
2	2	0621	085741
2	12	0621	092112
2	19	0621	093553
2	9	0621	093554
2	72	0621	094339
2	58	0621	100947
2	69	0621	101100
2	23	0621	101103
2	45	0621	103349
2	8	0621	111627
2	82	0621	130214
2	42	0621	130800
2	46	0621	130800
2	55	0621	131633
2	41	0621	134248
2	19	0621	142454
2	9	0621	144310
2	2	0621	144458
2	67	0621	145042
2	89	0621	145907
2	66	0621	150221
2	51	0621	160811
2	8	0621	165444
2	46	0621	165744
2	42	0621	165746
2	12	0621	174759
2	2	0621	181414
2	4	0621	181720
2	64	0621	182625
2	19	0621	182630
2	9	0621	183803
2	7	0621	184131
2	67	0621	184453
2	42	0621	213846
2	41	0622	072407
2	51	0622	072408
2	84	0622	081539
2	67	0622	081810
2	64	0622	084020
2	46	0622	084035
2	66	0622	085046
2	8	0622	091158
2	4	0622	091925
2	20	0622	092207
2	19	0622	092327
2	10	0622	095540
2	2	0622	095802
2	12	0622	113442
2	54	0622	114454
2	67	0622	114835
2	64	0622	120306
2	41	0622	120346
2	51	0622	120346
2	72	0622	120848
2	72	0622	120902
2	7	0622	121016
2	55	0622	125242
2	46	0622	132012
2	66	0622	133229
2	82	0622	135100
2	89	0622	140630
2	45	0622	144555
2	69	0622	144555
2	45	0622	144611
2	84	0622	150008
2	64	0622	155837
2	2	0622	161634
2	54	0622	161634
2	67	0622	173404
2	51	0622	175354
2	64	0622	181509
2	89	0622	181641
2	7	0622	183327
2	12	0622	183944
2	82	0622	190440
2	84	0622	202314
2	51	0623	072743
2	41	0623	074801
2	84	0623	080929
2	89	0623	081733
2	67	0623	082753
2	64	0623	083843
2	10	0623	085312
2	20	0623	085312
2	46	0623	085755
2	42	0623	090533
2	66	0623	090534
2	2	0623	090550
2	23	0623	090629
2	45	0623	090630
2	69	0623	090632
2	51	0623	112201
2	12	0623	114335
2	51	0623	115657
2	41	0623	115657
2	55	0623	120014
2	67	0623	121649
2	42	0623	123407
2	46	0623	125301
2	64	0623	144025
2	66	0623	144721
2	9	0623	145840
2	2	0623	145959
2	54	0623	150003
2	69	0623	151954
2	23	0623	151955
2	45	0623	151956
2	84	0623	152017
2	82	0623	152124
2	90	0623	175225
2	89	0623	175404
2	67	0623	180047
2	51	0623	180646
2	41	0623	182243
2	64	0623	182556
2	8	0623	182815
2	46	0623	182838
2	9	0623	190842
2	84	0623	195221
2	41	0624	072310
2	51	0624	072312
2	9	0624	115834
2	46	0624	115846
2	41	0624	121752
2	51	0624	121753
2	54	0624	125858
2	67	0624	135847
2	33	0624	141234
2	89	0624	141841
2	90	0624	142858
2	69	0624	142909
2	45	0624	142914
2	23	0624	142916
2	64	0624	144104
2	69	0624	144847
2	8	0624	145434
2	42	0624	151400
2	12	0624	151846
2	2	0624	154035
2	54	0624	154036
2	84	0624	154114
2	66	0624	154728
2	62	0624	165415
2	41	0624	173702
2	64	0624	174602
2	67	0624	175922
2	89	0624	182317
2	68	0624	182737
2	19	0624	182738
2	12	0624	184733
2	26	0624	184812
2	9	0624	184812
2	42	0624	184948
2	51	0624	185657
2	7	0624	195005
2	84	0624	195021
2	69	0624	211048
2	90	0624	211051
2	23	0624	211112
2	46	0624	215748
2	41	0625	071909
2	51	0625	071910
2	69	0625	075922
2	90	0625	075933
2	45	0625	075935
2	23	0625	075935
2	67	0625	081942
2	19	0625	082436
2	55	0625	082507
2	8	0625	084038
2	42	0625	084302
2	89	0625	084433
2	46	0625	084510
2	9	0625	085242
2	64	0625	085648
2	10	0625	085945
2	20	0625	085948
2	4	0625	090126
2	2	0625	091120
2	54	0625	091123
2	84	0625	095222
2	12	0625	102645
2	26	0625	112950
2	33	0625	112957
2	82	0625	113824
2	42	0625	114348
2	8	0625	114354
2	46	0625	114358
2	51	0625	115019
2	41	0625	115021
2	67	0625	115800
2	9	0625	120814
2	7	0625	122726
2	8	0625	125058
2	42	0625	125146
2	46	0625	125148
2	19	0625	141622
2	64	0625	143811
2	4	0625	144020
2	90	0625	144600
2	69	0625	144603
2	45	0625	144604
2	2	0625	145330
2	26	0625	153459
2	23	0625	154734
2	23	0625	160151
2	66	0625	161444
2	67	0625	175702
2	26	0625	180025
2	9	0625	180025
2	12	0625	180057
2	46	0625	180553
2	42	0625	180553
2	7	0625	181924
2	64	0625	182046
2	66	0625	190302
2	48	0625	190353
2	19	0625	190539
2	84	0625	202945
2	64	0625	213132
2	41	0626	071819
2	39	0626	071822
2	67	0626	080735
2	58	0626	082457
2	7	0626	082457
2	12	0626	083401
2	2	0626	084732
2	54	0626	085931
2	33	0626	104456
2	9	0626	105256
2	46	0626	105258
2	12	0626	114250
2	54	0626	140224
2	19	0626	154657
2	33	0626	154659
2	51	0626	154745
2	7	0626	155443
2	64	0626	155935
2	72	0626	155938
2	90	0626	160051
2	69	0626	160053
2	45	0626	160054
2	23	0626	160055
2	42	0626	160206
2	2	0626	161553
2	89	0626	161845
2	55	0626	163542
2	41	0626	171148
2	51	0626	171149
2	8	0626	171728
2	45	0626	173628
2	23	0626	173629
2	46	0626	173634
2	89	0626	180639
2	67	0626	181721
2	12	0626	181810
2	64	0626	182514
2	39	0626	184038
2	66	0626	190050
2	84	0626	193759
2	41	0627	071649
2	51	0627	071651
2	12	0627	072241
2	23	0627	075223
2	55	0627	080150
2	67	0627	081416
2	19	0627	082851
2	4	0627	082942
2	64	0627	083815
2	9	0627	084316
2	8	0627	085132
2	84	0627	085640
2	66	0627	090144
2	90	0627	090322
2	69	0627	090322
2	45	0627	090323
2	46	0627	090533
2	42	0627	090534
2	58	0627	090547
2	54	0627	091322
2	2	0627	091322
2	39	0627	092936
2	33	0627	114033
2	51	0627	114106
2	41	0627	114107
2	67	0627	121057
2	42	0627	121440
2	46	0627	121440
2	9	0627	121751
2	12	0627	122055
2	58	0627	123103
2	19	0627	124414
2	7	0627	125017
2	68	0627	130549
2	23	0627	141514
2	89	0627	143655
2	66	0627	145806
2	39	0627	150535
2	2	0627	151223
2	64	0627	151537
2	4	0627	153446
2	64	0627	155127
2	26	0627	155905
2	39	0627	160406
2	16	0627	161335
2	82	0627	171954
2	54	0627	174305
2	41	0627	174652
2	58	0627	174739
2	51	0627	174808
2	67	0627	175216
2	16	0627	175757
2	90	0627	180331
2	23	0627	184427
2	45	0627	184429
2	7	0627	185004
2	24	0627	185025
2	46	0627	185459
2	42	0627	185500
2	9	0627	194349
2	8	0627	200810
2	66	0627	201038
2	32	0627	212323
2	51	0628	073220
2	7	0628	112427
2	12	0628	113354
2	9	0628	120203
2	41	0628	133637
2	51	0628	133638
2	64	0628	133946
2	33	0628	133947
2	54	0628	135902
2	67	0628	143411
2	19	0628	144128
2	2	0628	152518
2	46	0628	152609
2	66	0628	154729
2	4	0628	155726
2	19	0628	160839
2	23	0628	174259
2	67	0628	180207
2	8	0628	182737
2	42	0628	185159
2	41	0628	190648
2	66	0628	191718
2	62	0628	200002
2	51	0628	200658
2	7	0628	200838
2	9	0628	203213
2	12	0628	205203
2	8	0628	212613
2	41	0629	072518
2	51	0629	072518
2	39	0629	074906
2	23	0629	074907
2	33	0629	080344
2	89	0629	080741
2	7	0629	081800
2	8	0629	082011
2	67	0629	082750
2	84	0629	083421
2	46	0629	084840
2	64	0629	085019
2	55	0629	085113
2	4	0629	085709
2	9	0629	090013
2	2	0629	093249
2	54	0629	093254
2	42	0629	094114
2	66	0629	094115
2	62	0629	094616
2	45	0629	103314
2	12	0629	111216
2	67	0629	121655
2	9	0629	122032
2	41	0629	123422
2	46	0629	123509
2	8	0629	123623
2	42	0629	123850
2	82	0629	130236
2	19	0629	131013
2	51	0629	134801
2	77	0629	141117
2	91	0629	142258
2	7	0629	143539
2	62	0629	145003
2	89	0629	145022
2	64	0629	145614
2	23	0629	150347
2	2	0629	155122
2	12	0629	165228
2	9	0629	174408
2	62	0629	175146
2	4	0629	180033
2	42	0629	180034
2	51	0629	180258
2	91	0629	181122
2	46	0629	181558
2	8	0629	181642
2	67	0629	183217
2	12	0629	183334
2	64	0629	191529
2	84	0629	194953
2	23	0629	195416
2	9	0629	212314
2	51	0630	072700
2	41	0630	072928
2	89	0630	074129
2	62	0630	074701
2	12	0630	080658
2	61	0630	082134
2	9	0630	083901
2	65	0630	083901
2	67	0630	084930
2	46	0630	085049
2	8	0630	085452
2	19	0630	090726
2	82	0630	091508
2	23	0630	091522
2	64	0630	092313
2	10	0630	092315
2	20	0630	092316
2	4	0630	092413
2	66	0630	093504
2	42	0630	093505
2	2	0630	095241
2	91	0630	103115
2	41	0630	114719
2	51	0630	114721
2	67	0630	121452
2	12	0630	122136
2	12	0630	122627
2	46	0630	124117
2	9	0630	130025
2	19	0630	141645
2	8	0630	143205
2	89	0630	145210
2	61	0630	145319
2	64	0630	145439
2	2	0630	150907
2	82	0630	151007
2	91	0630	151907
2	4	0630	154654
2	4	0630	173658
2	91	0630	180336
2	12	0630	180546
2	9	0630	182832
2	8	0630	183549
2	46	0630	183550
2	19	0630	185451
2	66	0630	204334
2	41	0701	073011
2	12	0701	073428
2	41	0701	083701
2	33	0701	113837
2	41	0701	140357
2	51	0701	140358
2	16	0701	143140
2	26	0701	143141
2	64	0701	143231
2	67	0701	143340
2	33	0701	143459
2	69	0701	144323
2	45	0701	144324
2	90	0701	144327
2	23	0701	144328
2	89	0701	144631
2	46	0701	150130
2	9	0701	150130
2	39	0701	150312
2	91	0701	151536
2	12	0701	151538
2	4	0701	152728
2	66	0701	152926
2	42	0701	152938
2	8	0701	154658
2	12	0701	174249
2	7	0701	175426
2	46	0701	180218
2	82	0701	180302
2	67	0701	180414
2	19	0701	180815
2	91	0701	181126
2	26	0701	182021
2	16	0701	182023
2	58	0701	184810
2	66	0701	190213
2	2	0701	192136
2	84	0701	194051
2	54	0701	203536
2	42	0701	203538
2	9	0701	213423
2	51	0702	072247
2	41	0702	073216
2	84	0702	081144
2	12	0702	081425
2	55	0702	081849
2	20	0702	082018
2	10	0702	082018
2	67	0702	082325
2	4	0702	082431
2	79	0702	082919
2	89	0702	083559
2	42	0702	085319
2	66	0702	085320
2	46	0702	085741
2	64	0702	090454
2	23	0702	090627
2	91	0702	091728
2	2	0702	091925
2	54	0702	091925
2	73	0702	093523
2	90	0702	114903
2	10	0702	115727
2	67	0702	120951
2	73	0702	120952
2	46	0702	123102
2	54	0702	124328
2	42	0702	130150
2	9	0702	131906
2	41	0702	133824
2	89	0702	142958
2	33	0702	143445
2	79	0702	143641
2	58	0702	145018
2	64	0702	145755
2	66	0702	150201
2	19	0702	150058
2	2	0702	152038
2	4	0702	152114
2	82	0702	152221
2	69	0702	162849
2	64	0702	163432
2	84	0702	171612
2	41	0702	173307
2	51	0702	173307
2	9	0702	174319
2	4	0702	174851
2	12	0702	175846
2	90	0702	175932
2	69	0702	175933
2	91	0702	180408
2	64	0702	180941
2	33	0702	180942
2	63	0702	181505
2	8	0702	183632
2	46	0702	190126
2	42	0702	190138
2	82	0702	195422
2	6	0702	202644
2	41	0703	072636
2	51	0703	072952
2	55	0703	080236
2	6	0703	081918
2	67	0703	082632
2	8	0703	083208
2	19	0703	084409
2	2	0703	084445
2	54	0703	084447
2	42	0703	084539
2	66	0703	084539
2	82	0703	084932
2	64	0703	085110
2	46	0703	090023
2	9	0703	090025
2	63	0703	090317
2	12	0703	090341
2	24	0703	090647
2	41	0703	090759
2	73	0703	110449
2	73	0703	120908
2	6	0703	121400
2	33	0703	121910
2	67	0703	122053
2	33	0703	160144
2	7	0703	162104
2	2	0703	162351
2	54	0703	163246
2	82	0703	163322
2	23	0703	164104
2	90	0703	173158
2	12	0703	173220
2	41	0703	173701
2	51	0703	173701
2	63	0703	180707
2	24	0703	180707
2	67	0703	181006
2	64	0703	181454
2	4	0703	182918
2	42	0703	183524
2	9	0703	190237
2	46	0703	190237
2	8	0703	191110
2	66	0703	200554
2	51	0704	072229
2	63	0704	074042
2	41	0704	074139
2	12	0704	074808
2	33	0704	075040
2	24	0704	075305
2	58	0704	075619
2	39	0704	080105
2	89	0704	081220
2	79	0704	082936
2	67	0704	083049
2	4	0704	083440
2	7	0704	083708
2	45	0704	083748
2	90	0704	083748
2	48	0704	084632
2	46	0704	090304
2	2	0704	090906
2	54	0704	090907
2	82	0704	091536
2	64	0704	091538
2	16	0704	091539
2	42	0704	092427
2	66	0704	092427
2	91	0704	092516
2	11	0704	093433
2	6	0704	093706
2	48	0704	093729
2	73	0704	104229
2	26	0704	104846
2	8	0704	111549
2	51	0704	115339
2	41	0704	115339
2	6	0704	121220
2	7	0704	121700
2	24	0704	123342
2	9	0704	123342
2	58	0704	124846
2	26	0704	125414
2	8	0704	132955
2	46	0704	133009
2	42	0704	133018
2	65	0704	134307
2	2	0704	135425
2	54	0704	135435
2	33	0704	135526
2	89	0704	141410
2	67	0704	141535
2	39	0704	143800
2	91	0704	143815
2	48	0704	144426
2	16	0704	144528
2	79	0704	144540
2	82	0704	145013
2	7	0704	152721
2	91	0704	171021
2	64	0704	171506
2	82	0704	174246
2	45	0704	174626
2	90	0704	174628
2	9	0704	175839
2	67	0704	181334
2	26	0704	183905
2	7	0704	184052
2	12	0704	184137
2	73	0704	191451
2	51	0705	071645
2	12	0705	072808
2	71	0705	122824
2	63	0705	174911
2	58	0705	192318
2	63	0706	080145
2	89	0706	080354
2	7	0706	090225
2	58	0706	102349
2	51	0706	122110
2	82	0706	130131
2	89	0706	143722
2	7	0706	151311
2	55	0706	153220
2	13	0706	161304
2	54	0706	174609
2	7	0706	181710
2	13	0706	182001
2	2	0706	184522
2	66	0706	202710
2	89	0707	080613
2	24	0707	082742
2	9	0707	102751
2	12	0707	125420
2	33	0707	130742
2	82	0707	131730
2	89	0707	145217
2	82	0707	181027
2	7	0707	181810
2	4	0707	182807
2	39	0707	184038
2	23	0707	184038
2	58	0707	194844
